VisitID,AnonID,FacilityID,VisitTimestamp,DayOfWeek,TimeOfDay,MethodOfEntry,TypeOfAccess,OccupancyAtTime
V00021472,CP2KGMI0Q,FAC101,2025-07-16 09:22:05,WED,09:22:05,True,EXIT,124
V00021473,CJPTLWWJS,FAC101,2025-07-16 09:22:23,WED,09:22:23,True,EXIT,157
V00021474,QE2ZPU50S,FAC101,2025-07-16 09:23:17,WED,09:23:17,True,ENTRY,111
V00021475,DGFN0QET6,FAC101,2025-07-16 09:24:17,WED,09:24:17,True,REENT,144
V00021476,R4WU2BE79,FAC101,2025-07-16 09:24:39,WED,09:24:39,False,REENT,147
V00021477,ECUBJXCO4,FAC101,2025-07-16 09:25:11,WED,09:25:11,True,EXIT,114
V00021478,GGM9OLH3D,FAC101,2025-07-16 09:25:44,WED,09:25:44,True,EXIT,180
V00021479,MUDGAP0PD,FAC101,2025-07-16 09:25:49,WED,09:25:49,True,ENTRY,126
V00021480,IVKJVU684,FAC101,2025-07-16 09:26:20,WED,09:26:20,False,EXIT,163
V00021481,ECDXIHPL5,FAC101,2025-07-16 09:26:49,WED,09:26:49,True,ENTRY,114
V00021482,R2QOXNS9J,FAC101,2025-07-16 09:27:00,WED,09:27:00,False,EXIT,140
V00021483,V4X05EA87,FAC101,2025-07-16 09:27:15,WED,09:27:15,False,EXIT,118
V00021484,BZX0EJQSG,FAC101,2025-07-16 09:28:04,WED,09:28:04,False,REENT,101
V00021485,T2KA9XFKG,FAC101,2025-07-16 09:28:38,WED,09:28:38,True,REENT,131
V00021486,E324KN8A2,FAC102,2025-07-16 09:28:43,WED,09:28:43,False,ENTRY,121
V00021487,E77NIZ8TX,FAC101,2025-07-16 09:29:18,WED,09:29:18,True,EXIT,101
V00021488,VBPNDFGLU,FAC101,2025-07-16 09:29:44,WED,09:29:44,False,REENT,137
V00021489,IAXWHU9IL,FAC101,2025-07-16 09:30:16,WED,09:30:16,False,EXIT,159
V00021490,VZK9P093W,FAC101,2025-07-16 09:30:39,WED,09:30:39,True,ENTRY,167
V00021491,ORP1GVG2P,FAC101,2025-07-16 09:31:33,WED,09:31:33,False,REENT,162
V00021492,KYBBOPK2L,FAC101,2025-07-16 09:32:29,WED,09:32:29,False,REENT,109
V00021493,EG5505XNZ,FAC101,2025-07-16 09:32:34,WED,09:32:34,True,ENTRY,120
V00021494,Q49GAOBRG,FAC101,2025-07-16 09:33:20,WED,09:33:20,False,REENT,114
V00021495,CTAFEAFLI,FAC101,2025-07-16 09:34:35,WED,09:34:35,True,REENT,132
V00021496,FT4DXG5NL,FAC101,2025-07-16 09:35:23,WED,09:35:23,True,REENT,155
V00021497,SPHZVXLQ0,FAC101,2025-07-16 09:35:38,WED,09:35:38,False,ENTRY,189
V00021498,QF4GS6XW9,FAC101,2025-07-16 09:35:50,WED,09:35:50,False,EXIT,110
V00021499,J4NH8PJUF,FAC101,2025-07-16 09:35:55,WED,09:35:55,True,REENT,106
V00021500,NSTFTQGO6,FAC101,2025-07-16 09:36:48,WED,09:36:48,True,ENTRY,100
V00021501,J9AD4KWK4,FAC101,2025-07-16 09:37:07,WED,09:37:07,False,REENT,180
V00021502,XWKRPG7LS,FAC101,2025-07-16 09:37:30,WED,09:37:30,False,ENTRY,160
V00021503,D9P2Q6LPY,FAC101,2025-07-16 09:37:50,WED,09:37:50,True,REENT,129
V00021504,U0MX652QO,FAC101,2025-07-16 09:38:40,WED,09:38:40,True,EXIT,170
V00021505,EDHNP1R0I,FAC101,2025-07-16 09:39:25,WED,09:39:25,True,REENT,111
V00021506,GYNZM2NQZ,FAC101,2025-07-16 09:40:24,WED,09:40:24,False,REENT,117
V00021507,NQQ1EODVS,FAC102,2025-07-16 09:40:47,WED,09:40:47,True,EXIT,136
V00021508,R2MRUDCU4,FAC101,2025-07-16 09:41:25,WED,09:41:25,False,REENT,126
V00021509,WT975LBR7,FAC101,2025-07-16 09:42:54,WED,09:42:54,False,REENT,133
V00021510,AHHGL26TA,FAC102,2025-07-16 09:42:59,WED,09:42:59,False,ENTRY,119
V00021511,VQHUAWTCW,FAC101,2025-07-16 09:43:22,WED,09:43:22,False,REENT,177
V00021512,DWHHUIPEQ,FAC101,2025-07-16 09:43:28,WED,09:43:28,False,ENTRY,183
V00021513,TTXWO58WZ,FAC101,2025-07-16 09:44:08,WED,09:44:08,False,REENT,127
V00021514,WRDW9HRZQ,FAC101,2025-07-16 09:44:52,WED,09:44:52,True,EXIT,132
V00021515,KWJ7IMNRR,FAC101,2025-07-16 09:45:15,WED,09:45:15,True,EXIT,175
V00021516,B8452B5ON,FAC101,2025-07-16 09:46:12,WED,09:46:12,True,ENTRY,122
V00021517,NWY3PXWQ0,FAC101,2025-07-16 09:46:20,WED,09:46:20,False,REENT,163
V00021518,ILJ3JK3KD,FAC101,2025-07-16 09:47:08,WED,09:47:08,False,ENTRY,106
V00021519,BNGKCJFN1,FAC102,2025-07-16 09:48:50,WED,09:48:50,True,ENTRY,187
V00021520,YDHANAKYZ,FAC101,2025-07-16 09:49:18,WED,09:49:18,False,EXIT,148
V00021521,TGTM46IVP,FAC101,2025-07-16 09:49:52,WED,09:49:52,False,ENTRY,186
V00021522,YZMUZBM8X,FAC101,2025-07-16 09:50:22,WED,09:50:22,False,EXIT,168
V00021523,WW83W3UTU,FAC102,2025-07-16 09:50:44,WED,09:50:44,False,REENT,160
V00021524,U3FU6GDUF,FAC101,2025-07-16 09:51:54,WED,09:51:54,True,EXIT,134
V00021525,XW6PTZMXA,FAC101,2025-07-16 09:52:04,WED,09:52:04,True,REENT,113
V00021526,YHBHOS3JA,FAC101,2025-07-16 09:53:37,WED,09:53:37,False,ENTRY,124
V00021527,Z11HEB88V,FAC102,2025-07-16 09:54:23,WED,09:54:23,True,EXIT,160
V00021528,MB2KLH7NA,FAC101,2025-07-16 09:55:53,WED,09:55:53,False,ENTRY,135
V00021529,GTLOHOKNW,FAC101,2025-07-16 09:56:23,WED,09:56:23,True,ENTRY,182
V00021530,Z11HEB88V,FAC101,2025-07-16 09:57:02,WED,09:57:02,True,EXIT,134
V00021531,YJ5B7MJGB,FAC101,2025-07-16 09:57:34,WED,09:57:34,False,EXIT,148
V00021532,JYNS583CI,FAC102,2025-07-16 09:58:40,WED,09:58:40,False,ENTRY,174
V00021533,R12JVT4Z7,FAC101,2025-07-16 09:59:05,WED,09:59:05,False,ENTRY,185
V00021534,GGM9OLH3D,FAC101,2025-07-16 10:00:02,WED,10:00:02,False,ENTRY,115
V00021535,TDIF6YRDU,FAC101,2025-07-16 10:00:38,WED,10:00:38,False,REENT,145
V00021536,TH3UJ87BI,FAC101,2025-07-16 10:01:17,WED,10:01:17,True,ENTRY,172
V00021537,U7SG4BCC0,FAC102,2025-07-16 10:02:17,WED,10:02:17,False,REENT,136
V00021538,OVJGSYYWD,FAC102,2025-07-16 10:02:36,WED,10:02:36,False,EXIT,136
V00021539,WCG65PJ7E,FAC101,2025-07-16 10:03:23,WED,10:03:23,True,REENT,142
V00021540,JVUQ79FS3,FAC101,2025-07-16 10:04:13,WED,10:04:13,False,ENTRY,161
V00021541,XLAC7526P,FAC101,2025-07-16 10:05:26,WED,10:05:26,False,EXIT,112
V00021542,MVYTYXE7D,FAC101,2025-07-16 10:06:01,WED,10:06:01,False,REENT,159
V00021543,G93KK5XQL,FAC101,2025-07-16 10:06:23,WED,10:06:23,False,ENTRY,133
V00021544,BUH1QDQ56,FAC101,2025-07-16 10:07:00,WED,10:07:00,True,ENTRY,104
V00021545,KJLS4C9DQ,FAC102,2025-07-16 10:07:30,WED,10:07:30,False,REENT,125
V00021546,EDHNP1R0I,FAC101,2025-07-16 10:08:11,WED,10:08:11,True,ENTRY,128
V00021547,DXKIT2G19,FAC101,2025-07-16 10:08:41,WED,10:08:41,False,REENT,186
V00021548,QK9W4CBXG,FAC101,2025-07-16 10:08:46,WED,10:08:46,False,EXIT,109
V00021549,RTZV9XM5G,FAC101,2025-07-16 10:09:31,WED,10:09:31,False,REENT,106
V00021550,Q08IF9O1R,FAC101,2025-07-16 10:10:13,WED,10:10:13,True,ENTRY,121
V00021551,YAOGCX2XS,FAC101,2025-07-16 10:10:56,WED,10:10:56,True,REENT,141
V00021552,Z7NANCBKU,FAC101,2025-07-16 10:11:30,WED,10:11:30,False,ENTRY,115
V00021553,KM64QMN1J,FAC101,2025-07-16 10:12:34,WED,10:12:34,False,EXIT,119
V00021554,ASI1TL4Z1,FAC101,2025-07-16 10:13:00,WED,10:13:00,True,ENTRY,162
V00021555,YID93T9ZT,FAC101,2025-07-16 10:13:31,WED,10:13:31,True,ENTRY,111
V00021556,W7QHGQSXL,FAC101,2025-07-16 10:13:48,WED,10:13:48,False,EXIT,133
V00021557,FOM5SC9HH,FAC101,2025-07-16 10:14:50,WED,10:14:50,False,EXIT,160
V00021558,JCHUO0P0Z,FAC102,2025-07-16 10:15:14,WED,10:15:14,False,EXIT,142
V00021559,QE2ZPU50S,FAC101,2025-07-16 10:16:41,WED,10:16:41,False,REENT,116
V00021560,JBMYB4N5H,FAC101,2025-07-16 10:17:31,WED,10:17:31,False,REENT,135
V00021561,P30W688XY,FAC101,2025-07-16 10:18:00,WED,10:18:00,True,REENT,171
V00021562,GZC97UIVM,FAC101,2025-07-16 10:18:32,WED,10:18:32,False,EXIT,133
V00021563,NKKVM4NU2,FAC101,2025-07-16 10:19:04,WED,10:19:04,False,REENT,107
V00021564,J187X6W0U,FAC102,2025-07-16 10:19:20,WED,10:19:20,True,ENTRY,159
V00021565,UNAU3HI1R,FAC102,2025-07-16 10:19:58,WED,10:19:58,True,ENTRY,154
V00021566,BIR5CUL7R,FAC101,2025-07-16 10:20:26,WED,10:20:26,True,REENT,106
V00021567,AV57XO1ND,FAC102,2025-07-16 10:21:06,WED,10:21:06,False,REENT,180
V00021568,CJEEMC3CO,FAC102,2025-07-16 10:21:57,WED,10:21:57,False,ENTRY,149
V00021569,BRTWTWGC8,FAC102,2025-07-16 10:22:27,WED,10:22:27,False,EXIT,121
V00021570,OWJLZPJD2,FAC101,2025-07-16 10:22:50,WED,10:22:50,True,REENT,170
V00021571,TIU47UP5X,FAC101,2025-07-16 10:23:30,WED,10:23:30,True,REENT,168
V00021572,I84AAUYGL,FAC102,2025-07-16 10:24:04,WED,10:24:04,False,EXIT,168
V00021573,Z738ORX4L,FAC101,2025-07-16 10:26:00,WED,10:26:00,False,ENTRY,168
V00021574,ZH7B336Q7,FAC101,2025-07-16 10:26:46,WED,10:26:46,True,REENT,133
V00021575,BDZLPNFKQ,FAC101,2025-07-16 10:27:10,WED,10:27:10,True,REENT,171
V00021576,Z2PSTJILD,FAC101,2025-07-16 10:27:32,WED,10:27:32,True,ENTRY,102
V00021577,R7F55FOHR,FAC101,2025-07-16 10:27:57,WED,10:27:57,True,ENTRY,157
V00021578,D3MOEJCB1,FAC101,2025-07-16 10:28:37,WED,10:28:37,False,EXIT,188
V00021579,H7XLAJL1X,FAC101,2025-07-16 10:29:05,WED,10:29:05,False,ENTRY,155
V00021580,IM4K7IZE4,FAC101,2025-07-16 10:29:32,WED,10:29:32,True,EXIT,100
V00021581,IEGRLJ76V,FAC101,2025-07-16 10:29:42,WED,10:29:42,True,ENTRY,115
V00021582,PGQY704D8,FAC102,2025-07-16 10:31:04,WED,10:31:04,True,ENTRY,121
V00021583,UMRDDR9VB,FAC101,2025-07-16 10:31:13,WED,10:31:13,False,REENT,161
V00021584,NLP2OWX7V,FAC101,2025-07-16 10:31:26,WED,10:31:26,False,REENT,170
V00021585,XV6NXN873,FAC101,2025-07-16 10:31:43,WED,10:31:43,False,REENT,159
V00021586,FBN4YXKGW,FAC101,2025-07-16 10:32:00,WED,10:32:00,False,REENT,157
V00021587,WWXYPU7KW,FAC102,2025-07-16 10:33:13,WED,10:33:13,True,EXIT,122
V00021588,FOBCNKLG4,FAC101,2025-07-16 10:34:06,WED,10:34:06,True,ENTRY,172
V00021589,YPNCR1BL9,FAC101,2025-07-16 10:35:17,WED,10:35:17,True,EXIT,145
V00021590,W41UII44G,FAC101,2025-07-16 10:36:07,WED,10:36:07,True,ENTRY,115
V00021591,SK9EZD3WE,FAC101,2025-07-16 10:36:39,WED,10:36:39,True,EXIT,104
V00021592,HIWME20M0,FAC101,2025-07-16 10:37:10,WED,10:37:10,False,EXIT,157
V00021593,BU14MKMB7,FAC101,2025-07-16 10:37:58,WED,10:37:58,True,ENTRY,142
V00021594,YYQZHRG57,FAC101,2025-07-16 10:38:16,WED,10:38:16,True,EXIT,131
V00021595,OPLHCW82Z,FAC101,2025-07-16 10:38:49,WED,10:38:49,False,REENT,162
V00021596,L8Z68ZNOR,FAC101,2025-07-16 10:39:12,WED,10:39:12,False,ENTRY,147
V00021597,OL97UY8FU,FAC102,2025-07-16 10:39:17,WED,10:39:17,True,ENTRY,111
V00021598,CJPTLWWJS,FAC101,2025-07-16 10:39:44,WED,10:39:44,False,EXIT,133
V00021599,U7SG4BCC0,FAC101,2025-07-16 10:40:34,WED,10:40:34,True,REENT,123
V00021600,IYT745EI8,FAC101,2025-07-16 10:41:42,WED,10:41:42,False,REENT,181
V00021601,A6ATQAU19,FAC101,2025-07-16 10:42:13,WED,10:42:13,False,REENT,159
V00021602,K0FKIXMSX,FAC101,2025-07-16 10:42:44,WED,10:42:44,True,EXIT,125
V00021603,Y7HIUKIL7,FAC102,2025-07-16 10:43:11,WED,10:43:11,True,EXIT,129
V00021604,KO6SNGDZ8,FAC101,2025-07-16 10:43:40,WED,10:43:40,True,EXIT,162
V00021605,DOVEQJXBL,FAC101,2025-07-16 10:44:17,WED,10:44:17,False,ENTRY,112
V00021606,IBP6XBEVR,FAC101,2025-07-16 10:44:47,WED,10:44:47,True,EXIT,132
V00021607,CV717VDWR,FAC101,2025-07-16 10:45:44,WED,10:45:44,False,ENTRY,185
V00021608,FAJH4VZSH,FAC101,2025-07-16 10:46:43,WED,10:46:43,True,EXIT,117
V00021609,IOPOUHFAL,FAC101,2025-07-16 10:48:03,WED,10:48:03,False,ENTRY,115
V00021610,QQF2JD5C7,FAC102,2025-07-16 10:50:08,WED,10:50:08,False,REENT,139
V00021611,X8GQ5O2UQ,FAC101,2025-07-16 10:50:24,WED,10:50:24,False,REENT,119
V00021612,X8AVAXP95,FAC101,2025-07-16 10:51:01,WED,10:51:01,False,EXIT,158
V00021613,IHSA9Z303,FAC101,2025-07-16 10:51:10,WED,10:51:10,False,REENT,115
V00021614,J5PPFH6T5,FAC101,2025-07-16 10:51:59,WED,10:51:59,False,EXIT,103
V00021615,OQ00BWJOM,FAC101,2025-07-16 10:52:26,WED,10:52:26,False,EXIT,182
V00021616,CJPTLWWJS,FAC101,2025-07-16 10:52:51,WED,10:52:51,True,ENTRY,129
V00021617,AGB19QKR2,FAC102,2025-07-16 10:53:01,WED,10:53:01,False,EXIT,122
V00021618,S295CTA95,FAC101,2025-07-16 10:53:41,WED,10:53:41,True,EXIT,120
V00021619,UJ7ALB73I,FAC102,2025-07-16 10:54:03,WED,10:54:03,True,EXIT,107
V00021620,EKS73OLEL,FAC101,2025-07-16 10:54:29,WED,10:54:29,False,ENTRY,127
V00021621,V4NKODKKE,FAC101,2025-07-16 10:55:04,WED,10:55:04,False,ENTRY,141
V00021622,SKB9YD2OQ,FAC101,2025-07-16 10:55:42,WED,10:55:42,True,REENT,100
V00021623,DU18IYFFM,FAC101,2025-07-16 10:56:13,WED,10:56:13,True,ENTRY,110
V00021624,R3FE5QFEK,FAC101,2025-07-16 10:56:50,WED,10:56:50,False,ENTRY,135
V00021625,U3FU6GDUF,FAC101,2025-07-16 10:57:08,WED,10:57:08,False,REENT,183
V00021626,RVYJZ17PT,FAC101,2025-07-16 10:57:50,WED,10:57:50,False,ENTRY,119
V00021627,Y0JFE326O,FAC101,2025-07-16 10:58:19,WED,10:58:19,True,REENT,130
V00021628,C5JV7R6LR,FAC101,2025-07-16 10:59:00,WED,10:59:00,False,REENT,134
V00021629,DU18IYFFM,FAC101,2025-07-16 10:59:46,WED,10:59:46,True,ENTRY,123
V00021630,AK58TN8QN,FAC101,2025-07-16 11:05:14,WED,11:05:14,False,EXIT,50
V00021631,OADLMP7ZS,FAC101,2025-07-16 11:10:55,WED,11:10:55,False,REENT,20
V00021632,LX8G7F33R,FAC101,2025-07-16 11:20:53,WED,11:20:53,True,REENT,18
V00021633,L8NUHD9LA,FAC101,2025-07-16 11:23:21,WED,11:23:21,True,EXIT,50
V00021634,BVL607QK0,FAC101,2025-07-16 11:27:42,WED,11:27:42,False,REENT,66
V00021635,BRV5BENSL,FAC101,2025-07-16 11:50:12,WED,11:50:12,True,EXIT,17
V00021636,U3FU6GDUF,FAC101,2025-07-16 11:54:32,WED,11:54:32,True,EXIT,56
V00021637,BW1XMT41V,FAC101,2025-07-16 11:57:59,WED,11:57:59,False,ENTRY,29
V00021638,L65VZYZEH,FAC101,2025-07-16 12:05:10,WED,12:05:10,False,EXIT,19
V00021639,WCG65PJ7E,FAC101,2025-07-16 12:07:57,WED,12:07:57,True,EXIT,43
V00021640,W76LZQF1S,FAC101,2025-07-16 12:09:33,WED,12:09:33,True,REENT,54
V00021641,CCB7G7IHP,FAC101,2025-07-16 12:16:17,WED,12:16:17,True,EXIT,11
V00021642,RPD5CTRLJ,FAC101,2025-07-16 12:23:12,WED,12:23:12,True,EXIT,42
V00021643,LQOW1WA35,FAC101,2025-07-16 12:25:29,WED,12:25:29,True,EXIT,43
V00021644,F43AFZ7VT,FAC101,2025-07-16 12:30:48,WED,12:30:48,True,EXIT,50
V00021645,BUH1QDQ56,FAC101,2025-07-16 12:33:21,WED,12:33:21,False,ENTRY,66
V00021646,ZL2JDTWIJ,FAC101,2025-07-16 12:33:26,WED,12:33:26,False,ENTRY,41
V00021647,DGLS6MXTB,FAC101,2025-07-16 12:37:37,WED,12:37:37,True,EXIT,36
V00021648,GNXY49V3P,FAC102,2025-07-16 12:41:34,WED,12:41:34,False,EXIT,38
V00021649,HLDLWA0TN,FAC101,2025-07-16 12:46:29,WED,12:46:29,False,REENT,13
V00021650,LS96VCSXA,FAC101,2025-07-16 12:48:14,WED,12:48:14,False,REENT,38
V00021651,WLB0L2142,FAC103,2025-07-16 12:54:51,WED,12:54:51,True,EXIT,57
V00021652,NOO3A2D3N,FAC101,2025-07-16 12:57:35,WED,12:57:35,True,ENTRY,60
V00021653,TH2OIGI8I,FAC101,2025-07-16 13:01:01,WED,13:01:01,True,EXIT,38
V00021654,YYA9F8DNZ,FAC103,2025-07-16 13:03:50,WED,13:03:50,False,ENTRY,21
V00021655,TZWRJSHBW,FAC101,2025-07-16 13:05:15,WED,13:05:15,True,REENT,70
V00021656,JQRSCBT0W,FAC101,2025-07-16 13:05:34,WED,13:05:34,False,ENTRY,54
V00021657,V63Q5MYO5,FAC101,2025-07-16 13:07:41,WED,13:07:41,True,REENT,42
V00021658,GLOHCKWOZ,FAC101,2025-07-16 13:10:07,WED,13:10:07,False,ENTRY,42
V00021659,FOBCNKLG4,FAC101,2025-07-16 13:11:53,WED,13:11:53,True,ENTRY,76
V00021660,MSVXDMOE3,FAC101,2025-07-16 13:16:16,WED,13:16:16,True,REENT,61
V00021661,PG8EK2TRX,FAC102,2025-07-16 13:18:52,WED,13:18:52,True,ENTRY,53
V00021662,G0PWFY5G0,FAC102,2025-07-16 13:23:45,WED,13:23:45,True,EXIT,68
V00021663,FISNKNI54,FAC101,2025-07-16 13:29:20,WED,13:29:20,False,ENTRY,63
V00021664,GYNZM2NQZ,FAC101,2025-07-16 13:35:32,WED,13:35:32,True,REENT,45
V00021665,GRTG0ICNT,FAC101,2025-07-16 13:40:46,WED,13:40:46,False,ENTRY,67
V00021666,NWZ0A9J4D,FAC101,2025-07-16 13:44:17,WED,13:44:17,False,REENT,67
V00021667,QK9W4CBXG,FAC101,2025-07-16 13:48:53,WED,13:48:53,False,ENTRY,60
V00021668,JYQXFH2X1,FAC101,2025-07-16 13:50:54,WED,13:50:54,False,REENT,61
V00021669,SP63BQ52M,FAC101,2025-07-16 13:57:06,WED,13:57:06,False,REENT,41
V00021670,FJ9HRA6WI,FAC102,2025-07-16 14:02:33,WED,14:02:33,False,ENTRY,48
V00021671,VUXAXM4UM,FAC104,2025-07-16 14:08:24,WED,14:08:24,False,EXIT,37
V00021672,GZC97UIVM,FAC103,2025-07-16 14:14:16,WED,14:14:16,True,EXIT,29
V00021673,BV4A1FPV3,FAC101,2025-07-16 14:21:27,WED,14:21:27,False,EXIT,29
V00021674,MZ0QG6EZG,FAC102,2025-07-16 14:24:14,WED,14:24:14,True,ENTRY,75
V00021675,NQQ1EODVS,FAC101,2025-07-16 14:28:00,WED,14:28:00,True,ENTRY,20
V00021676,APF1CCMWH,FAC101,2025-07-16 14:32:07,WED,14:32:07,False,REENT,41
V00021677,BZX0EJQSG,FAC101,2025-07-16 14:37:11,WED,14:37:11,False,REENT,78
V00021678,UP9R3HX91,FAC104,2025-07-16 14:43:38,WED,14:43:38,True,ENTRY,23
V00021679,R50DOFFES,FAC101,2025-07-16 14:45:41,WED,14:45:41,True,ENTRY,71
V00021680,CEYOB97AR,FAC101,2025-07-16 14:46:52,WED,14:46:52,True,EXIT,16
V00021681,K5SZ2CA7J,FAC101,2025-07-16 14:49:45,WED,14:49:45,False,ENTRY,20
V00021682,DU18IYFFM,FAC101,2025-07-16 14:52:18,WED,14:52:18,False,EXIT,17
V00021683,A78D4GLSC,FAC104,2025-07-16 14:57:49,WED,14:57:49,False,ENTRY,37
V00021684,Z0IHIBBY3,FAC101,2025-07-16 15:01:14,WED,15:01:14,False,ENTRY,38
V00021685,L65VZYZEH,FAC101,2025-07-16 15:04:26,WED,15:04:26,False,EXIT,14
V00021686,ROJVT4WAH,FAC101,2025-07-16 15:07:13,WED,15:07:13,True,EXIT,29
V00021687,BO1JFSG6Y,FAC104,2025-07-16 15:12:35,WED,15:12:35,True,REENT,77
V00021688,B5YX60ZCT,FAC101,2025-07-16 15:20:25,WED,15:20:25,False,REENT,48
V00021689,STZQQ0KMH,FAC104,2025-07-16 15:28:02,WED,15:28:02,True,ENTRY,69
V00021690,YV9UYSF44,FAC101,2025-07-16 15:30:03,WED,15:30:03,False,REENT,34
V00021691,KOYKVDRST,FAC101,2025-07-16 15:34:47,WED,15:34:47,True,EXIT,14
V00021692,B47TYMU0N,FAC101,2025-07-16 15:40:05,WED,15:40:05,False,EXIT,48
V00021693,BFT91QNAD,FAC101,2025-07-16 15:43:24,WED,15:43:24,False,ENTRY,12
V00021694,V3QS6T6MF,FAC101,2025-07-16 15:47:17,WED,15:47:17,True,EXIT,65
V00021695,CSZH41O9M,FAC103,2025-07-16 15:48:12,WED,15:48:12,True,EXIT,56
V00021696,L65VZYZEH,FAC101,2025-07-16 15:48:58,WED,15:48:58,False,ENTRY,79
V00021697,RVYJZ17PT,FAC101,2025-07-16 15:52:17,WED,15:52:17,True,ENTRY,34
V00021698,VDV6XCC2L,FAC103,2025-07-16 15:54:39,WED,15:54:39,False,ENTRY,15
V00021699,JVUQ79FS3,FAC103,2025-07-16 15:56:47,WED,15:56:47,True,REENT,76
V00021700,C1462CU21,FAC101,2025-07-16 15:56:59,WED,15:56:59,False,ENTRY,65
V00021701,IUZCQT2GP,FAC101,2025-07-16 15:57:04,WED,15:57:04,False,REENT,74
V00021702,ORP1GVG2P,FAC101,2025-07-16 15:59:20,WED,15:59:20,False,EXIT,72
V00021703,HGY5K43MJ,FAC101,2025-07-16 16:02:03,WED,16:02:03,True,EXIT,145
V00021704,MZ5GS9G7P,FAC102,2025-07-16 16:02:32,WED,16:02:32,False,ENTRY,103
V00021705,L3HILR4V8,FAC101,2025-07-16 16:03:15,WED,16:03:15,True,EXIT,150
V00021706,G03A2HH5X,FAC101,2025-07-16 16:03:24,WED,16:03:24,False,ENTRY,112
V00021707,PPV9KLA3O,FAC102,2025-07-16 16:03:44,WED,16:03:44,True,ENTRY,124
V00021708,O23GW9M4F,FAC102,2025-07-16 16:04:01,WED,16:04:01,True,EXIT,165
V00021709,S3KDOQDXC,FAC101,2025-07-16 16:05:06,WED,16:05:06,False,REENT,182
V00021710,JF8X61O2Y,FAC104,2025-07-16 16:05:27,WED,16:05:27,True,ENTRY,176
V00021711,ZEPORU2AO,FAC103,2025-07-16 16:06:13,WED,16:06:13,True,REENT,173
V00021712,YZX090CXJ,FAC101,2025-07-16 16:06:52,WED,16:06:52,False,REENT,167
V00021713,I884B7347,FAC101,2025-07-16 16:06:57,WED,16:06:57,True,REENT,152
V00021714,APF1CCMWH,FAC102,2025-07-16 16:08:17,WED,16:08:17,True,ENTRY,156
V00021715,FH8DTM2OK,FAC101,2025-07-16 16:08:35,WED,16:08:35,True,ENTRY,131
V00021716,FBN4YXKGW,FAC101,2025-07-16 16:09:09,WED,16:09:09,True,ENTRY,183
V00021717,O5MSUUHTO,FAC101,2025-07-16 16:09:41,WED,16:09:41,True,EXIT,115
V00021718,VKU5W9ZSA,FAC101,2025-07-16 16:10:13,WED,16:10:13,True,EXIT,167
V00021719,HWHDUBMMT,FAC101,2025-07-16 16:10:44,WED,16:10:44,False,REENT,155
V00021720,Z5P5YDC88,FAC101,2025-07-16 16:10:49,WED,16:10:49,True,REENT,116
V00021721,MB2KLH7NA,FAC101,2025-07-16 16:11:03,WED,16:11:03,False,EXIT,129
V00021722,DOVEQJXBL,FAC101,2025-07-16 16:11:23,WED,16:11:23,False,EXIT,164
V00021723,LBXET9HGJ,FAC101,2025-07-16 16:11:53,WED,16:11:53,True,ENTRY,135
V00021724,G03A2HH5X,FAC103,2025-07-16 16:12:38,WED,16:12:38,True,REENT,104
V00021725,FT4DXG5NL,FAC104,2025-07-16 16:13:07,WED,16:13:07,False,ENTRY,126
V00021726,UX7VL0M67,FAC101,2025-07-16 16:13:27,WED,16:13:27,False,EXIT,178
V00021727,CCB7G7IHP,FAC101,2025-07-16 16:14:20,WED,16:14:20,True,EXIT,112
V00021728,AK58TN8QN,FAC101,2025-07-16 16:14:25,WED,16:14:25,True,EXIT,169
V00021729,DZ7KKPOIU,FAC101,2025-07-16 16:15:22,WED,16:15:22,True,EXIT,187
V00021730,FJI125IZB,FAC101,2025-07-16 16:15:43,WED,16:15:43,False,REENT,169
V00021731,EZRBA3TGX,FAC101,2025-07-16 16:16:28,WED,16:16:28,False,ENTRY,139
V00021732,TVOESDBKE,FAC103,2025-07-16 16:16:57,WED,16:16:57,True,REENT,135
V00021733,BRV5BENSL,FAC101,2025-07-16 16:17:21,WED,16:17:21,False,REENT,184
V00021734,JYQXFH2X1,FAC101,2025-07-16 16:17:58,WED,16:17:58,True,ENTRY,155
V00021735,WT9LOOOR0,FAC103,2025-07-16 16:18:39,WED,16:18:39,False,ENTRY,132
V00021736,BNGKCJFN1,FAC104,2025-07-16 16:19:16,WED,16:19:16,False,REENT,112
V00021737,G1T8NGSRQ,FAC104,2025-07-16 16:19:57,WED,16:19:57,True,EXIT,183
V00021738,JD6LL18PQ,FAC101,2025-07-16 16:20:59,WED,16:20:59,True,EXIT,175
V00021739,VIB0F9242,FAC102,2025-07-16 16:21:54,WED,16:21:54,False,REENT,135
V00021740,J9AD4KWK4,FAC101,2025-07-16 16:22:23,WED,16:22:23,False,REENT,170
V00021741,BH4N3MYN4,FAC103,2025-07-16 16:22:51,WED,16:22:51,True,REENT,160
V00021742,DU18IYFFM,FAC101,2025-07-16 16:23:27,WED,16:23:27,False,EXIT,112
V00021743,ENCENTP4K,FAC102,2025-07-16 16:23:41,WED,16:23:41,False,EXIT,132
V00021744,CMVANZWPE,FAC101,2025-07-16 16:24:25,WED,16:24:25,True,REENT,171
V00021745,JEFQA9E15,FAC101,2025-07-16 16:25:08,WED,16:25:08,True,ENTRY,166
